---- EP [1/5] | BTCH [1/1615] ||| train_loss = 0.01647 ----
---- EP [1/5] | BTCH [373/1615] ||| train_loss = 0.01158 ----
---- EP [1/5] | BTCH [374/1615] ||| train_loss = 0.01366 ----
---- EP [1/5] | BTCH [375/1615] ||| train_loss = 0.01494 ----
---- EP [1/5] | BTCH [376/1615] ||| train_loss = 0.01453 ----
---- EP [1/5] | BTCH [377/1615] ||| train_loss = 0.01544 ----
---- EP [1/5] | BTCH [378/1615] ||| train_loss = 0.01319 ----
---- EP [1/5] | BTCH [379/1615] ||| train_loss = 0.01552 ----
---- EP [1/5] | BTCH [380/1615] ||| train_loss = 0.01269 ----
---- EP [1/5] | BTCH [381/1615] ||| train_loss = 0.01092 ----
---- EP [1/5] | BTCH [382/1615] ||| train_loss = 0.01220 ----
---- EP [1/5] | BTCH [383/1615] ||| train_loss = 0.01018 ----
---- EP [1/5] | BTCH [384/1615] ||| train_loss = 0.01791 ----
---- EP [1/5] | BTCH [385/1615] ||| train_loss = 0.01986 ----
---- EP [1/5] | BTCH [386/1615] ||| train_loss = 0.02049 ----
---- EP [1/5] | BTCH [387/1615] ||| train_loss = 0.00920 ----
---- EP [1/5] | BTCH [388/1615] ||| train_loss = 0.01265 ----
---- EP [1/5] | BTCH [389/1615] ||| train_loss = 0.01409 ----
---- EP [1/5] | BTCH [390/1615] ||| train_loss = 0.01374 ----
---- EP [1/5] | BTCH [391/1615] ||| train_loss = 0.01129 ----
---- EP [1/5] | BTCH [392/1615] ||| train_loss = 0.01603 ----
---- EP [1/5] | BTCH [393/1615] ||| train_loss = 0.01678 ----
---- EP [1/5] | BTCH [394/1615] ||| train_loss = 0.01125 ----
---- EP [1/5] | BTCH [395/1615] ||| train_loss = 0.01057 ----
---- EP [1/5] | BTCH [396/1615] ||| train_loss = 0.01471 ----
---- EP [1/5] | BTCH [397/1615] ||| train_loss = 0.01146 ----
---- EP [1/5] | BTCH [398/1615] ||| train_loss = 0.01470 ----
---- EP [1/5] | BTCH [399/1615] ||| train_loss = 0.01074 ----
---- EP [1/5] | BTCH [400/1615] ||| train_loss = 0.01122 ----
---- EP [1/5] | BTCH [401/1615] ||| train_loss = 0.01227 ----
---- EP [1/5] | BTCH [402/1615] ||| train_loss = 0.01019 ----
---- EP [1/5] | BTCH [403/1615] ||| train_loss = 0.00842 ----
---- EP [1/5] | BTCH [404/1615] ||| train_loss = 0.00885 ----
---- EP [1/5] | BTCH [405/1615] ||| train_loss = 0.01273 ----
---- EP [1/5] | BTCH [406/1615] ||| train_loss = 0.00687 ----
---- EP [1/5] | BTCH [407/1615] ||| train_loss = 0.01156 ----
---- EP [1/5] | BTCH [408/1615] ||| train_loss = 0.01048 ----
---- EP [1/5] | BTCH [409/1615] ||| train_loss = 0.01270 ----
---- EP [1/5] | BTCH [410/1615] ||| train_loss = 0.01489 ----
---- EP [1/5] | BTCH [411/1615] ||| train_loss = 0.01601 ----
---- EP [1/5] | BTCH [412/1615] ||| train_loss = 0.01683 ----
---- EP [1/5] | BTCH [413/1615] ||| train_loss = 0.01940 ----
---- EP [1/5] | BTCH [414/1615] ||| train_loss = 0.01174 ----
---- EP [1/5] | BTCH [415/1615] ||| train_loss = 0.01054 ----
---- EP [1/5] | BTCH [416/1615] ||| train_loss = 0.01162 ----
---- EP [1/5] | BTCH [417/1615] ||| train_loss = 0.01160 ----
---- EP [1/5] | BTCH [418/1615] ||| train_loss = 0.01432 ----
---- EP [1/5] | BTCH [419/1615] ||| train_loss = 0.00737 ----
---- EP [1/5] | BTCH [420/1615] ||| train_loss = 0.01758 ----
---- EP [1/5] | BTCH [421/1615] ||| train_loss = 0.00753 ----
---- EP [1/5] | BTCH [422/1615] ||| train_loss = 0.01083 ----
---- EP [1/5] | BTCH [423/1615] ||| train_loss = 0.00952 ----
---- EP [1/5] | BTCH [424/1615] ||| train_loss = 0.01124 ----
---- EP [1/5] | BTCH [425/1615] ||| train_loss = 0.01039 ----
---- EP [1/5] | BTCH [426/1615] ||| train_loss = 0.01297 ----
---- EP [1/5] | BTCH [427/1615] ||| train_loss = 0.00772 ----
---- EP [1/5] | BTCH [428/1615] ||| train_loss = 0.01256 ----
---- EP [1/5] | BTCH [429/1615] ||| train_loss = 0.01282 ----
---- EP [1/5] | BTCH [430/1615] ||| train_loss = 0.01545 ----
---- EP [1/5] | BTCH [431/1615] ||| train_loss = 0.01372 ----
---- EP [1/5] | BTCH [432/1615] ||| train_loss = 0.01159 ----
---- EP [1/5] | BTCH [433/1615] ||| train_loss = 0.00938 ----
---- EP [1/5] | BTCH [434/1615] ||| train_loss = 0.01434 ----
---- EP [1/5] | BTCH [435/1615] ||| train_loss = 0.01616 ----
---- EP [1/5] | BTCH [436/1615] ||| train_loss = 0.00960 ----
---- EP [1/5] | BTCH [437/1615] ||| train_loss = 0.01113 ----
---- EP [1/5] | BTCH [438/1615] ||| train_loss = 0.01207 ----
---- EP [1/5] | BTCH [439/1615] ||| train_loss = 0.01407 ----
---- EP [1/5] | BTCH [440/1615] ||| train_loss = 0.00914 ----
---- EP [1/5] | BTCH [441/1615] ||| train_loss = 0.01097 ----
---- EP [1/5] | BTCH [442/1615] ||| train_loss = 0.01544 ----
---- EP [1/5] | BTCH [443/1615] ||| train_loss = 0.00912 ----
---- EP [1/5] | BTCH [444/1615] ||| train_loss = 0.00890 ----
---- EP [1/5] | BTCH [445/1615] ||| train_loss = 0.01282 ----
---- EP [1/5] | BTCH [446/1615] ||| train_loss = 0.01211 ----
---- EP [1/5] | BTCH [447/1615] ||| train_loss = 0.00870 ----
---- EP [1/5] | BTCH [448/1615] ||| train_loss = 0.01071 ----
---- EP [1/5] | BTCH [449/1615] ||| train_loss = 0.01692 ----
---- EP [1/5] | BTCH [450/1615] ||| train_loss = 0.00782 ----
---- EP [1/5] | BTCH [451/1615] ||| train_loss = 0.01737 ----
---- EP [1/5] | BTCH [452/1615] ||| train_loss = 0.01301 ----
---- EP [1/5] | BTCH [453/1615] ||| train_loss = 0.01329 ----
---- EP [1/5] | BTCH [454/1615] ||| train_loss = 0.00851 ----
---- EP [1/5] | BTCH [455/1615] ||| train_loss = 0.00851 ----
---- EP [1/5] | BTCH [456/1615] ||| train_loss = 0.01417 ----
---- EP [1/5] | BTCH [457/1615] ||| train_loss = 0.01195 ----
---- EP [1/5] | BTCH [458/1615] ||| train_loss = 0.01741 ----
---- EP [1/5] | BTCH [459/1615] ||| train_loss = 0.01417 ----
---- EP [1/5] | BTCH [460/1615] ||| train_loss = 0.01003 ----
---- EP [1/5] | BTCH [461/1615] ||| train_loss = 0.00816 ----
---- EP [1/5] | BTCH [462/1615] ||| train_loss = 0.01464 ----
---- EP [1/5] | BTCH [463/1615] ||| train_loss = 0.01215 ----
---- EP [1/5] | BTCH [464/1615] ||| train_loss = 0.01393 ----
---- EP [1/5] | BTCH [465/1615] ||| train_loss = 0.01504 ----
---- EP [1/5] | BTCH [466/1615] ||| train_loss = 0.01050 ----
---- EP [1/5] | BTCH [467/1615] ||| train_loss = 0.00919 ----
---- EP [1/5] | BTCH [468/1615] ||| train_loss = 0.00861 ----
---- EP [1/5] | BTCH [469/1615] ||| train_loss = 0.01111 ----
---- EP [1/5] | BTCH [470/1615] ||| train_loss = 0.01294 ----
---- EP [1/5] | BTCH [471/1615] ||| train_loss = 0.01343 ----
---- EP [1/5] | BTCH [472/1615] ||| train_loss = 0.00996 ----
---- EP [1/5] | BTCH [473/1615] ||| train_loss = 0.01129 ----
---- EP [1/5] | BTCH [474/1615] ||| train_loss = 0.01408 ----
---- EP [1/5] | BTCH [475/1615] ||| train_loss = 0.01063 ----
---- EP [1/5] | BTCH [476/1615] ||| train_loss = 0.01174 ----
---- EP [1/5] | BTCH [477/1615] ||| train_loss = 0.01434 ----
---- EP [1/5] | BTCH [478/1615] ||| train_loss = 0.01679 ----
---- EP [1/5] | BTCH [479/1615] ||| train_loss = 0.01481 ----
---- EP [1/5] | BTCH [480/1615] ||| train_loss = 0.01269 ----
---- EP [1/5] | BTCH [481/1615] ||| train_loss = 0.01206 ----
---- EP [1/5] | BTCH [482/1615] ||| train_loss = 0.00734 ----
---- EP [1/5] | BTCH [483/1615] ||| train_loss = 0.01315 ----
VAL ||| loss = 0.012733885415231176, psnr = 31.138582229614258, ssim = 0.9107621312141418
---- EP [1/5] | BTCH [484/1615] ||| train_loss = 0.01588 ----
---- EP [1/5] | BTCH [485/1615] ||| train_loss = 0.01384 ----
---- EP [1/5] | BTCH [486/1615] ||| train_loss = 0.00842 ----
---- EP [1/5] | BTCH [487/1615] ||| train_loss = 0.01387 ----
---- EP [1/5] | BTCH [488/1615] ||| train_loss = 0.01018 ----
---- EP [1/5] | BTCH [489/1615] ||| train_loss = 0.02473 ----
---- EP [1/5] | BTCH [490/1615] ||| train_loss = 0.01228 ----
---- EP [1/5] | BTCH [491/1615] ||| train_loss = 0.00761 ----
---- EP [1/5] | BTCH [492/1615] ||| train_loss = 0.01282 ----
---- EP [1/5] | BTCH [493/1615] ||| train_loss = 0.01237 ----
---- EP [1/5] | BTCH [494/1615] ||| train_loss = 0.00876 ----
---- EP [1/5] | BTCH [495/1615] ||| train_loss = 0.01313 ----
---- EP [1/5] | BTCH [496/1615] ||| train_loss = 0.01257 ----
---- EP [1/5] | BTCH [497/1615] ||| train_loss = 0.01206 ----
---- EP [1/5] | BTCH [498/1615] ||| train_loss = 0.00957 ----
---- EP [1/5] | BTCH [499/1615] ||| train_loss = 0.01474 ----
---- EP [1/5] | BTCH [500/1615] ||| train_loss = 0.00890 ----
---- EP [1/5] | BTCH [501/1615] ||| train_loss = 0.01449 ----
---- EP [1/5] | BTCH [502/1615] ||| train_loss = 0.01302 ----
---- EP [1/5] | BTCH [503/1615] ||| train_loss = 0.00909 ----
---- EP [1/5] | BTCH [504/1615] ||| train_loss = 0.01192 ----
---- EP [1/5] | BTCH [505/1615] ||| train_loss = 0.01562 ----
---- EP [1/5] | BTCH [506/1615] ||| train_loss = 0.01658 ----
---- EP [1/5] | BTCH [507/1615] ||| train_loss = 0.00707 ----
---- EP [1/5] | BTCH [508/1615] ||| train_loss = 0.02054 ----
---- EP [1/5] | BTCH [509/1615] ||| train_loss = 0.02123 ----
---- EP [1/5] | BTCH [510/1615] ||| train_loss = 0.01321 ----
---- EP [1/5] | BTCH [511/1615] ||| train_loss = 0.00916 ----
---- EP [1/5] | BTCH [512/1615] ||| train_loss = 0.01060 ----
---- EP [1/5] | BTCH [513/1615] ||| train_loss = 0.00807 ----
---- EP [1/5] | BTCH [514/1615] ||| train_loss = 0.00913 ----
---- EP [1/5] | BTCH [515/1615] ||| train_loss = 0.01792 ----
---- EP [1/5] | BTCH [516/1615] ||| train_loss = 0.01195 ----
---- EP [1/5] | BTCH [517/1615] ||| train_loss = 0.00703 ----
---- EP [1/5] | BTCH [518/1615] ||| train_loss = 0.01377 ----
---- EP [1/5] | BTCH [519/1615] ||| train_loss = 0.01098 ----
---- EP [1/5] | BTCH [520/1615] ||| train_loss = 0.01878 ----
---- EP [1/5] | BTCH [521/1615] ||| train_loss = 0.01040 ----
---- EP [1/5] | BTCH [522/1615] ||| train_loss = 0.00979 ----
---- EP [1/5] | BTCH [523/1615] ||| train_loss = 0.00829 ----
---- EP [1/5] | BTCH [524/1615] ||| train_loss = 0.01014 ----
---- EP [1/5] | BTCH [525/1615] ||| train_loss = 0.01495 ----
---- EP [1/5] | BTCH [526/1615] ||| train_loss = 0.01330 ----
---- EP [1/5] | BTCH [527/1615] ||| train_loss = 0.01495 ----
---- EP [1/5] | BTCH [528/1615] ||| train_loss = 0.00932 ----
---- EP [1/5] | BTCH [529/1615] ||| train_loss = 0.01064 ----
---- EP [1/5] | BTCH [530/1615] ||| train_loss = 0.01299 ----
---- EP [1/5] | BTCH [531/1615] ||| train_loss = 0.00948 ----
---- EP [1/5] | BTCH [532/1615] ||| train_loss = 0.01045 ----
---- EP [1/5] | BTCH [533/1615] ||| train_loss = 0.01158 ----
---- EP [1/5] | BTCH [534/1615] ||| train_loss = 0.01183 ----
---- EP [1/5] | BTCH [535/1615] ||| train_loss = 0.00844 ----
---- EP [1/5] | BTCH [536/1615] ||| train_loss = 0.01592 ----
---- EP [1/5] | BTCH [537/1615] ||| train_loss = 0.01063 ----
---- EP [1/5] | BTCH [538/1615] ||| train_loss = 0.01277 ----
---- EP [1/5] | BTCH [539/1615] ||| train_loss = 0.01819 ----
---- EP [1/5] | BTCH [540/1615] ||| train_loss = 0.00749 ----
---- EP [1/5] | BTCH [541/1615] ||| train_loss = 0.00885 ----
---- EP [1/5] | BTCH [542/1615] ||| train_loss = 0.01346 ----
---- EP [1/5] | BTCH [543/1615] ||| train_loss = 0.01274 ----
---- EP [1/5] | BTCH [544/1615] ||| train_loss = 0.01168 ----
---- EP [1/5] | BTCH [545/1615] ||| train_loss = 0.01160 ----
---- EP [1/5] | BTCH [546/1615] ||| train_loss = 0.01082 ----
---- EP [1/5] | BTCH [547/1615] ||| train_loss = 0.01914 ----
---- EP [1/5] | BTCH [548/1615] ||| train_loss = 0.01095 ----
---- EP [1/5] | BTCH [549/1615] ||| train_loss = 0.01136 ----
---- EP [1/5] | BTCH [550/1615] ||| train_loss = 0.01280 ----
---- EP [1/5] | BTCH [551/1615] ||| train_loss = 0.00825 ----
---- EP [1/5] | BTCH [552/1615] ||| train_loss = 0.01420 ----
---- EP [1/5] | BTCH [553/1615] ||| train_loss = 0.01132 ----
---- EP [1/5] | BTCH [554/1615] ||| train_loss = 0.01121 ----
---- EP [1/5] | BTCH [555/1615] ||| train_loss = 0.01134 ----
---- EP [1/5] | BTCH [556/1615] ||| train_loss = 0.01373 ----
---- EP [1/5] | BTCH [557/1615] ||| train_loss = 0.01139 ----
---- EP [1/5] | BTCH [558/1615] ||| train_loss = 0.01667 ----
---- EP [1/5] | BTCH [559/1615] ||| train_loss = 0.01577 ----
---- EP [1/5] | BTCH [560/1615] ||| train_loss = 0.01095 ----
---- EP [1/5] | BTCH [561/1615] ||| train_loss = 0.01386 ----
---- EP [1/5] | BTCH [562/1615] ||| train_loss = 0.01575 ----
---- EP [1/5] | BTCH [563/1615] ||| train_loss = 0.01340 ----
---- EP [1/5] | BTCH [564/1615] ||| train_loss = 0.01176 ----
---- EP [1/5] | BTCH [565/1615] ||| train_loss = 0.01138 ----
---- EP [1/5] | BTCH [566/1615] ||| train_loss = 0.01450 ----
---- EP [1/5] | BTCH [567/1615] ||| train_loss = 0.01701 ----
---- EP [1/5] | BTCH [568/1615] ||| train_loss = 0.01025 ----
---- EP [1/5] | BTCH [569/1615] ||| train_loss = 0.01038 ----
---- EP [1/5] | BTCH [570/1615] ||| train_loss = 0.01428 ----
---- EP [1/5] | BTCH [571/1615] ||| train_loss = 0.01065 ----
---- EP [1/5] | BTCH [572/1615] ||| train_loss = 0.01386 ----
---- EP [1/5] | BTCH [573/1615] ||| train_loss = 0.01253 ----
---- EP [1/5] | BTCH [574/1615] ||| train_loss = 0.01351 ----
---- EP [1/5] | BTCH [575/1615] ||| train_loss = 0.01484 ----
---- EP [1/5] | BTCH [576/1615] ||| train_loss = 0.01132 ----
---- EP [1/5] | BTCH [577/1615] ||| train_loss = 0.01131 ----
---- EP [1/5] | BTCH [578/1615] ||| train_loss = 0.01130 ----
---- EP [1/5] | BTCH [579/1615] ||| train_loss = 0.01121 ----
---- EP [1/5] | BTCH [580/1615] ||| train_loss = 0.01343 ----
---- EP [1/5] | BTCH [581/1615] ||| train_loss = 0.01535 ----
---- EP [1/5] | BTCH [582/1615] ||| train_loss = 0.01363 ----
---- EP [1/5] | BTCH [583/1615] ||| train_loss = 0.00982 ----
---- EP [1/5] | BTCH [584/1615] ||| train_loss = 0.01589 ----
---- EP [1/5] | BTCH [585/1615] ||| train_loss = 0.01187 ----
---- EP [1/5] | BTCH [586/1615] ||| train_loss = 0.01650 ----
---- EP [1/5] | BTCH [587/1615] ||| train_loss = 0.01269 ----
---- EP [1/5] | BTCH [588/1615] ||| train_loss = 0.01400 ----
---- EP [1/5] | BTCH [589/1615] ||| train_loss = 0.01255 ----
---- EP [1/5] | BTCH [590/1615] ||| train_loss = 0.01132 ----
---- EP [1/5] | BTCH [591/1615] ||| train_loss = 0.01432 ----
---- EP [1/5] | BTCH [592/1615] ||| train_loss = 0.00931 ----
---- EP [1/5] | BTCH [593/1615] ||| train_loss = 0.01565 ----
---- EP [1/5] | BTCH [594/1615] ||| train_loss = 0.01568 ----
---- EP [1/5] | BTCH [595/1615] ||| train_loss = 0.01300 ----
---- EP [1/5] | BTCH [596/1615] ||| train_loss = 0.01096 ----
---- EP [1/5] | BTCH [597/1615] ||| train_loss = 0.01324 ----
---- EP [1/5] | BTCH [598/1615] ||| train_loss = 0.01278 ----
---- EP [1/5] | BTCH [599/1615] ||| train_loss = 0.01060 ----
---- EP [1/5] | BTCH [600/1615] ||| train_loss = 0.01450 ----
---- EP [1/5] | BTCH [601/1615] ||| train_loss = 0.00803 ----
---- EP [1/5] | BTCH [602/1615] ||| train_loss = 0.01266 ----
---- EP [1/5] | BTCH [603/1615] ||| train_loss = 0.01214 ----
---- EP [1/5] | BTCH [604/1615] ||| train_loss = 0.01136 ----
---- EP [1/5] | BTCH [605/1615] ||| train_loss = 0.00793 ----
---- EP [1/5] | BTCH [606/1615] ||| train_loss = 0.01404 ----
---- EP [1/5] | BTCH [607/1615] ||| train_loss = 0.01130 ----
---- EP [1/5] | BTCH [608/1615] ||| train_loss = 0.01682 ----
---- EP [1/5] | BTCH [609/1615] ||| train_loss = 0.01690 ----
---- EP [1/5] | BTCH [610/1615] ||| train_loss = 0.01181 ----
---- EP [1/5] | BTCH [611/1615] ||| train_loss = 0.01672 ----
---- EP [1/5] | BTCH [612/1615] ||| train_loss = 0.01252 ----
---- EP [1/5] | BTCH [613/1615] ||| train_loss = 0.01009 ----
---- EP [1/5] | BTCH [614/1615] ||| train_loss = 0.01291 ----
---- EP [1/5] | BTCH [615/1615] ||| train_loss = 0.01215 ----
---- EP [1/5] | BTCH [616/1615] ||| train_loss = 0.01317 ----
---- EP [1/5] | BTCH [617/1615] ||| train_loss = 0.00755 ----
---- EP [1/5] | BTCH [618/1615] ||| train_loss = 0.01160 ----
---- EP [1/5] | BTCH [619/1615] ||| train_loss = 0.00792 ----
---- EP [1/5] | BTCH [620/1615] ||| train_loss = 0.01654 ----
---- EP [1/5] | BTCH [621/1615] ||| train_loss = 0.01409 ----
---- EP [1/5] | BTCH [622/1615] ||| train_loss = 0.01072 ----
---- EP [1/5] | BTCH [623/1615] ||| train_loss = 0.00835 ----
---- EP [1/5] | BTCH [624/1615] ||| train_loss = 0.01467 ----
---- EP [1/5] | BTCH [625/1615] ||| train_loss = 0.01211 ----
---- EP [1/5] | BTCH [626/1615] ||| train_loss = 0.01182 ----
---- EP [1/5] | BTCH [627/1615] ||| train_loss = 0.00813 ----
---- EP [1/5] | BTCH [628/1615] ||| train_loss = 0.01668 ----
---- EP [1/5] | BTCH [629/1615] ||| train_loss = 0.01106 ----
---- EP [1/5] | BTCH [630/1615] ||| train_loss = 0.00929 ----
---- EP [1/5] | BTCH [631/1615] ||| train_loss = 0.01186 ----
---- EP [1/5] | BTCH [632/1615] ||| train_loss = 0.00956 ----
---- EP [1/5] | BTCH [633/1615] ||| train_loss = 0.01667 ----
---- EP [1/5] | BTCH [634/1615] ||| train_loss = 0.00971 ----
---- EP [1/5] | BTCH [635/1615] ||| train_loss = 0.01085 ----
---- EP [1/5] | BTCH [636/1615] ||| train_loss = 0.01281 ----
---- EP [1/5] | BTCH [637/1615] ||| train_loss = 0.01451 ----
---- EP [1/5] | BTCH [638/1615] ||| train_loss = 0.01151 ----
---- EP [1/5] | BTCH [639/1615] ||| train_loss = 0.01709 ----
---- EP [1/5] | BTCH [640/1615] ||| train_loss = 0.01002 ----
---- EP [1/5] | BTCH [641/1615] ||| train_loss = 0.01556 ----
---- EP [1/5] | BTCH [642/1615] ||| train_loss = 0.01120 ----
---- EP [1/5] | BTCH [643/1615] ||| train_loss = 0.01024 ----
---- EP [1/5] | BTCH [644/1615] ||| train_loss = 0.01016 ----
VAL ||| loss = 0.012644375566966258, psnr = 31.16313934326172, ssim = 0.91136234998703
---- EP [1/5] | BTCH [645/1615] ||| train_loss = 0.01131 ----
---- EP [1/5] | BTCH [646/1615] ||| train_loss = 0.01651 ----
---- EP [1/5] | BTCH [647/1615] ||| train_loss = 0.00806 ----
---- EP [1/5] | BTCH [648/1615] ||| train_loss = 0.01056 ----
---- EP [1/5] | BTCH [649/1615] ||| train_loss = 0.01529 ----
---- EP [1/5] | BTCH [650/1615] ||| train_loss = 0.01023 ----
---- EP [1/5] | BTCH [651/1615] ||| train_loss = 0.01126 ----
---- EP [1/5] | BTCH [652/1615] ||| train_loss = 0.01112 ----
---- EP [1/5] | BTCH [653/1615] ||| train_loss = 0.01576 ----
---- EP [1/5] | BTCH [654/1615] ||| train_loss = 0.01295 ----
---- EP [1/5] | BTCH [655/1615] ||| train_loss = 0.01292 ----
---- EP [1/5] | BTCH [656/1615] ||| train_loss = 0.01125 ----
---- EP [1/5] | BTCH [657/1615] ||| train_loss = 0.01252 ----
---- EP [1/5] | BTCH [658/1615] ||| train_loss = 0.00743 ----
---- EP [1/5] | BTCH [659/1615] ||| train_loss = 0.01231 ----
---- EP [1/5] | BTCH [660/1615] ||| train_loss = 0.01270 ----
---- EP [1/5] | BTCH [661/1615] ||| train_loss = 0.01285 ----
---- EP [1/5] | BTCH [662/1615] ||| train_loss = 0.01276 ----
---- EP [1/5] | BTCH [663/1615] ||| train_loss = 0.01175 ----
---- EP [1/5] | BTCH [664/1615] ||| train_loss = 0.01109 ----
---- EP [1/5] | BTCH [665/1615] ||| train_loss = 0.01253 ----
---- EP [1/5] | BTCH [666/1615] ||| train_loss = 0.01239 ----
---- EP [1/5] | BTCH [667/1615] ||| train_loss = 0.01651 ----
---- EP [1/5] | BTCH [668/1615] ||| train_loss = 0.01449 ----
---- EP [1/5] | BTCH [669/1615] ||| train_loss = 0.01020 ----
---- EP [1/5] | BTCH [670/1615] ||| train_loss = 0.00919 ----
---- EP [1/5] | BTCH [671/1615] ||| train_loss = 0.00989 ----
---- EP [1/5] | BTCH [672/1615] ||| train_loss = 0.00884 ----
---- EP [1/5] | BTCH [673/1615] ||| train_loss = 0.01457 ----
---- EP [1/5] | BTCH [674/1615] ||| train_loss = 0.01476 ----
---- EP [1/5] | BTCH [675/1615] ||| train_loss = 0.01354 ----
---- EP [1/5] | BTCH [676/1615] ||| train_loss = 0.01161 ----
---- EP [1/5] | BTCH [677/1615] ||| train_loss = 0.00907 ----
---- EP [1/5] | BTCH [678/1615] ||| train_loss = 0.01397 ----
---- EP [1/5] | BTCH [679/1615] ||| train_loss = 0.01275 ----
---- EP [1/5] | BTCH [680/1615] ||| train_loss = 0.01365 ----
---- EP [1/5] | BTCH [681/1615] ||| train_loss = 0.01336 ----
---- EP [1/5] | BTCH [682/1615] ||| train_loss = 0.00819 ----
---- EP [1/5] | BTCH [683/1615] ||| train_loss = 0.01094 ----
---- EP [1/5] | BTCH [684/1615] ||| train_loss = 0.01318 ----
---- EP [1/5] | BTCH [685/1615] ||| train_loss = 0.01202 ----
---- EP [1/5] | BTCH [686/1615] ||| train_loss = 0.00912 ----
---- EP [1/5] | BTCH [687/1615] ||| train_loss = 0.01153 ----
---- EP [1/5] | BTCH [688/1615] ||| train_loss = 0.01217 ----
---- EP [1/5] | BTCH [689/1615] ||| train_loss = 0.00877 ----
---- EP [1/5] | BTCH [690/1615] ||| train_loss = 0.01209 ----
---- EP [1/5] | BTCH [691/1615] ||| train_loss = 0.01201 ----
---- EP [1/5] | BTCH [692/1615] ||| train_loss = 0.02134 ----
---- EP [1/5] | BTCH [693/1615] ||| train_loss = 0.01494 ----
---- EP [1/5] | BTCH [694/1615] ||| train_loss = 0.00945 ----
---- EP [1/5] | BTCH [695/1615] ||| train_loss = 0.01384 ----
---- EP [1/5] | BTCH [696/1615] ||| train_loss = 0.01092 ----
---- EP [1/5] | BTCH [697/1615] ||| train_loss = 0.01163 ----
---- EP [1/5] | BTCH [698/1615] ||| train_loss = 0.01589 ----
---- EP [1/5] | BTCH [699/1615] ||| train_loss = 0.01225 ----
---- EP [1/5] | BTCH [700/1615] ||| train_loss = 0.01426 ----
---- EP [1/5] | BTCH [701/1615] ||| train_loss = 0.00684 ----
---- EP [1/5] | BTCH [702/1615] ||| train_loss = 0.01245 ----
---- EP [1/5] | BTCH [703/1615] ||| train_loss = 0.01894 ----
---- EP [1/5] | BTCH [704/1615] ||| train_loss = 0.01223 ----
---- EP [1/5] | BTCH [705/1615] ||| train_loss = 0.01594 ----
---- EP [1/5] | BTCH [706/1615] ||| train_loss = 0.01100 ----
---- EP [1/5] | BTCH [707/1615] ||| train_loss = 0.00813 ----
---- EP [1/5] | BTCH [708/1615] ||| train_loss = 0.01009 ----
---- EP [1/5] | BTCH [709/1615] ||| train_loss = 0.01246 ----
---- EP [1/5] | BTCH [710/1615] ||| train_loss = 0.01364 ----
---- EP [1/5] | BTCH [711/1615] ||| train_loss = 0.01113 ----
---- EP [1/5] | BTCH [712/1615] ||| train_loss = 0.01507 ----
---- EP [1/5] | BTCH [713/1615] ||| train_loss = 0.01187 ----
---- EP [1/5] | BTCH [714/1615] ||| train_loss = 0.00861 ----
---- EP [1/5] | BTCH [715/1615] ||| train_loss = 0.00750 ----
---- EP [1/5] | BTCH [716/1615] ||| train_loss = 0.01420 ----
---- EP [1/5] | BTCH [717/1615] ||| train_loss = 0.00926 ----
---- EP [1/5] | BTCH [718/1615] ||| train_loss = 0.01087 ----
---- EP [1/5] | BTCH [719/1615] ||| train_loss = 0.01373 ----
